synthetic_claim,text,label,speaker,subject,context,conditioning_metadata,true_counts,mostly_true_counts,half_true_counts,mostly_false_counts,false_counts,pants_on_fire_counts
an image shows bernie sanders hasnever held in our u. s. and the usa of their own coronavirus.,"an image shows bernie sanders hasnever held in our u. s. and the usa of their own coronavirus.

[METADATA] speaker: viral image | subject: facebook fact-checks | context: a Facebook post",0,viral image,facebook fact-checks,a Facebook post,speaker: viral image | subject: facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
when trump was actually taken away from during the debt on fifth americans.,"when trump was actually taken away from during the debt on fifth americans.

[METADATA] speaker: lupe valdez | subject: children;education;recreation | context: a Facebook Live interview by the Fort Worth Star-Telegram editorial board",0,lupe valdez,children;education;recreation,a Facebook Live interview by the Fort Worth Star-Telegram editorial board,speaker: lupe valdez | subject: children;education;recreation | context: a Facebook Live interview by the Fort Worth Star-Telegram editorial board,0.0,0.6000000238418579,0.20000000298023224,0.0,0.20000000298023224,0.0
"i'm all of this country in this country is the first time ever, but won't exist.","i'm all of this country in this country is the first time ever, but won't exist.

[METADATA] speaker: bloggers | subject: global news service;public health | context: a blog post",0,bloggers,global news service;public health,a blog post,speaker: bloggers | subject: global news service;public health | context: a blog post,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
barack obama wants to pay the tax cut:so theyre always cut.,"barack obama wants to pay the tax cut:so theyre always cut.

[METADATA] speaker: donald trump | subject: taxes | context: a campaign ad",0,donald trump,taxes,a campaign ad,speaker: donald trump | subject: taxes | context: a campaign ad,0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
theres a man who will includemore than the and prosecution.,"theres a man who will includemore than the and prosecution.

[METADATA] speaker: john cornyn | subject: crime;sports | context: a press conference",0,john cornyn,crime;sports,a press conference,speaker: john cornyn | subject: crime;sports | context: a press conference,0.28947368264198303,0.10526315867900848,0.2631579041481018,0.15789473056793213,0.15789473056793213,0.02631578966975212
"video shows dr. anthony fauci, he got acomplete and vaccine over 19.","video shows dr. anthony fauci, he got acomplete and vaccine over 19.

[METADATA] speaker: instagram posts | subject: race and ethnicity;facebook fact-checks;coronavirus | context: an Instagram post",0,instagram posts,race and ethnicity;facebook fact-checks;coronavirus,an Instagram post,speaker: instagram posts | subject: race and ethnicity;facebook fact-checks;coronavirus | context: an Instagram post,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"quotes ronald reagan as saying, al franken werebecause she joined russia (someone) to russia russia.","quotes ronald reagan as saying, al franken werebecause she joined russia (someone) to russia russia.

[METADATA] speaker: facebook posts | subject: foreign policy;ukraine;russia | context: a post",0,facebook posts,foreign policy;ukraine;russia,a post,speaker: facebook posts | subject: foreign policy;ukraine;russia | context: a post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
if youre from the oil and $ 30 million to the american companies has lost their plan will help our economy.,"if youre from the oil and $ 30 million to the american companies has lost their plan will help our economy.

[METADATA] speaker: mitt romney | subject: energy;message machine 2012;stimulus | context: a campaign commercial",0,mitt romney,energy;message machine 2012;stimulus,a campaign commercial,speaker: mitt romney | subject: energy;message machine 2012;stimulus | context: a campaign commercial,0.14903846383094788,0.1586538404226303,0.2788461446762085,0.16826923191547394,0.1538461595773697,0.09134615212678909
"says biden tookin 2007, 000 new york times from the beginning of and human trafficking.","says biden tookin 2007, 000 new york times from the beginning of and human trafficking.

[METADATA] speaker: facebook posts | subject: financial regulation;facebook fact-checks | context: a reel",0,facebook posts,financial regulation;facebook fact-checks,a reel,speaker: facebook posts | subject: financial regulation;facebook fact-checks | context: a reel,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
richard mouse have been a new york city thatall between the last four years.,"richard mouse have been a new york city thatall between the last four years.

[METADATA] speaker: steve southerland | subject: candidate biography | context: a campaign commercial",0,steve southerland,candidate biography,a campaign commercial,speaker: steve southerland | subject: candidate biography | context: a campaign commercial,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.3333333432674408,0.0
"because of obamacare,the medical health care system should be able to adopt out of illegal immigrants.","because of obamacare,the medical health care system should be able to adopt out of illegal immigrants.

[METADATA] speaker: ed rendell | subject: abortion;health care | context: the 'Rachel Maddow Show'",0,ed rendell,abortion;health care,the 'Rachel Maddow Show',speaker: ed rendell | subject: abortion;health care | context: the 'Rachel Maddow Show',0.0,0.0,0.0,0.5,0.0,0.5
cnn reported its red shows that white house as the to return all of white house.,"cnn reported its red shows that white house as the to return all of white house.

[METADATA] speaker: viral image | subject: facebook fact-checks | context: an Instagram post",0,viral image,facebook fact-checks,an Instagram post,speaker: viral image | subject: facebook fact-checks | context: an Instagram post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
hillary clintonwill kill a gun line gets for killing people who.,"hillary clintonwill kill a gun line gets for killing people who.

[METADATA] speaker: liberty headlines | subject: fake news;states;punditfact;guns | context: a headline",0,liberty headlines,fake news;states;punditfact;guns,a headline,speaker: liberty headlines | subject: fake news;states;punditfact;guns | context: a headline,0.0,0.0,0.0,0.0,1.0,0.0
says new jerseys plan would addressalmost 90% of the (state) has ever.,"says new jerseys plan would addressalmost 90% of the (state) has ever.

[METADATA] speaker: john mccain | subject: stimulus | context: a report",0,john mccain,stimulus,a report,speaker: john mccain | subject: stimulus | context: a report,0.20108695328235626,0.20108695328235626,0.16847826540470123,0.17391304671764374,0.21195651590824127,0.043478261679410934
"when my opponent of the bill,no matter that were taken away from having a few years ago.","when my opponent of the bill,no matter that were taken away from having a few years ago.

[METADATA] speaker: ellen rosenblum | subject: candidate biography;message machine 2012 | context: a news story",0,ellen rosenblum,candidate biography;message machine 2012,a news story,speaker: ellen rosenblum | subject: candidate biography;message machine 2012 | context: a news story,0.5,0.0,0.0,0.5,0.0,0.0
"wisconsins [ gun control laws for the first amendment, but brown was funded for rape of jail.","wisconsins [ gun control laws for the first amendment, but brown was funded for rape of jail.

[METADATA] speaker: andrew clyde | subject: national;congress;crime;tourism;jan. 6 | context: a House hearing",0,andrew clyde,national;congress;crime;tourism;jan. 6,a House hearing,speaker: andrew clyde | subject: national;congress;crime;tourism;jan. 6 | context: a House hearing,0.0,0.0,0.0,0.0,0.0,1.0
twitter - year state budgetwas nearly $ 25 billion more than 200 million in the first time since 2000.,"twitter - year state budgetwas nearly $ 25 billion more than 200 million in the first time since 2000.

[METADATA] speaker: bloggers | subject: fake news;facebook fact-checks | context: a post on Facebook",0,bloggers,fake news;facebook fact-checks,a post on Facebook,speaker: bloggers | subject: fake news;facebook fact-checks | context: a post on Facebook,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"says new york, it is thelargest corporation to go to create the middle class and small businesses.","says new york, it is thelargest corporation to go to create the middle class and small businesses.

[METADATA] speaker: donald trump | subject: agriculture;small business;taxes | context: Indianapolis",0,donald trump,agriculture;small business;taxes,Indianapolis,speaker: donald trump | subject: agriculture;small business;taxes | context: Indianapolis,0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
